"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.0466","GDM.0466","MR68e","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.241,NA,15.662,NA,38.323,NA,0.8586,NA,2.1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,402,9.8132,3.9758,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0467","GDM.0467","MR7f","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.254,NA,15.675,NA,38.352,NA,0.8587,NA,2.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,417,9.8623,3.9872,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0468","GDM.0468","MR7a","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.244,NA,15.664,NA,38.332,NA,0.8586,NA,2.1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,404,9.8205,3.9794,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0469","GDM.0469","MR7c","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.251,NA,15.67,NA,38.347,NA,0.8586,NA,2.1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,410,9.8429,3.9848,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0470","GDM.0470","MR68g","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.244,NA,15.668,NA,38.34,NA,0.8588,NA,2.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,411,9.8367,3.9851,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0471","GDM.0471","MR7o","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.264,NA,15.685,NA,38.391,NA,0.8588,NA,2.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,428,9.9001,4.0049,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0472","GDM.0472","MR68d","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.248,NA,15.673,NA,38.357,NA,0.8589,NA,2.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,417,9.8558,3.9933,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0473","GDM.0473","MR68f","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.254,NA,15.677,NA,38.372,NA,0.8588,NA,2.1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,420,9.8704,3.9987,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0474","GDM.0474","MR7b","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.269,NA,15.693,NA,38.412,NA,0.859,NA,2.1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,438,9.9312,4.0156,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0475","GDM.0475","MR7p","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.268,NA,15.692,NA,38.418,NA,0.859,NA,2.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,437,9.9274,4.0193,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0476","GDM.0476","MR7j","Spain","Huelva",NA,"Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.27,NA,15.696,NA,38.429,NA,0.8591,NA,2.1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,443,9.9431,4.0252,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0477","GDM.0477","RT26A/83","Spain","Huelva",NA,"Rio Tinto",37.780829,-6.789095,"Archaeological mineral","Pb metal","Litharge",NA,18.73,NA,16.119,NA,39.275,NA,0.8606,NA,2.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,812,11.57,4.2933,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0478","GDM.0478","RT26A/83-R","Spain","Huelva",NA,"Rio Tinto",37.780829,-6.789095,"Archaeological mineral","Pb metal","Litharge",NA,18.21,NA,15.639,NA,38.248,NA,0.8588,NA,2.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,383,9.7286,3.9482,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.0479","GDM.0479","RT4/40","Spain","Huelva",NA,"Rio Tinto",37.780829,-6.789095,"Archaeological artefacts","Pb metal","Lead piece",NA,18.254,NA,15.667,NA,38.52,NA,0.8583,NA,2.1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,402,9.83,4.0759,"Stos-Gale, 2001","Ref.030","U. Oxford","TIMS",NA,"Archaeological"
"GDM.2573","GDM.2573","12988 (<U+FEFF>2.3)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.234,0.01,15.616,0.008,38.368,0.02,0.85616,8e-05,2.104,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,321,9.6306,3.9891,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2574","GDM.2574","12818 (3.7)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.226,0.12,15.606,0.012,38.33,0.02,0.85616,6e-05,2.103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,308,9.5927,3.9704,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2575","GDM.2575","12982 (4.1)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.188,0.008,15.601,0.008,38.312,0.018,0.85763,6e-05,2.107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,327,9.5819,3.9851,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2576","GDM.2576","12812 (5.16)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.208,0.06,15.595,0.004,38.289,0.012,0.85616,4e-05,2.103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,301,9.5533,3.9566,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2577","GDM.2577","12827 (6.23)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.206,0.004,15.603,0.004,38.313,0.012,0.85763,6e-05,2.104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,318,9.5856,3.9739,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2578","GDM.2578","12813 (10.4)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.235,0.01,15.613,0.008,38.336,0.022,0.85616,6e-05,2.102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,315,9.6185,3.97,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2579","GDM.2579","12994 (1.1)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.254,0.006,15.611,0.004,38.335,0.012,0.85543,6e-05,2.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,297,9.606,3.9557,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2580","GDM.2580","12824 (3.6)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.223,0.006,15.608,0.006,38.337,0.014,0.85616,4e-05,2.104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,314,9.6014,3.977,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2581","GDM.2581","12999 (7.25)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.213,0.012,15.617,0.09,38.368,0.036,0.85763,0.00012,2.107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,339,9.6397,4.004,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2582","GDM.2582","12822 (8.32)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.194,0.012,15.612,0.012,38.341,0.028,0.85763,8e-05,2.108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,344,9.6244,4.0007,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2583","GDM.2583","12981 (9.35)","Spain","Baleares","La Cabrera","Cabrera 5",39.129498,2.935397,"Archaeological artefacts","Pb metal","Ingot",NA,18.242,0.016,15.631,0.014,38.428,0.034,0.8569,1e-04,2.107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,344,9.6885,4.0216,"Trincherini et al., 2001","Ref.031","JRC, Ispra","TIMS",NA,"Archaeological"
"GDM.2755","GDM.2755","02/01","Spain","Baleares","Menorca","Cap d'en Font",39.827571,4.211018,"Archaeological artefacts","Pb metal","Ingot",NA,18.198,NA,15.595,NA,38.299,NA,0.85699,NA,2.1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roman",NA,308,9.5556,3.9689,"Rodá, 2004","Ref.039","INFN, Assergi","TIMS",NA,"Archaeological"
"GDM.1075","GDM.1075","BS-14(15304)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Cu metal","Escoria Cu de horno",NA,22.866,NA,15.836,NA,38.613,NA,0.69255,NA,1.68867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,-3068,10.0474,2.1686,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1076","GDM.1076","BS-15(15061)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Cu mineral","Malachite",NA,19.683,NA,15.686,NA,38.662,NA,0.79694,NA,1.96424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,-650,9.6667,3.307,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1077","GDM.1077","BS-16(6259-a)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Cu mineral","Malachite",NA,18.527,NA,15.628,NA,38.446,NA,0.84351,NA,2.07511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,124,9.6139,3.8394,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1078","GDM.1078","BS-17(3008)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Pb mineral","Pb+Cu-mineral",NA,20.038,NA,15.747,NA,38.928,NA,0.78584,NA,1.94273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,-788,9.8526,3.2679,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1079","GDM.1079","BS-18(6259)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Pb mineral","Pb-mineral",NA,18.861,NA,15.636,NA,38.399,NA,0.82901,NA,2.03589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,-116,9.5853,3.613,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1080","GDM.1080","BS-19(15413)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Galena","Galena",NA,18.304,NA,15.648,NA,38.454,NA,0.85487,NA,2.10084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,330,9.7413,3.9989,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1081","GDM.1081","BS-20(8023)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Cu mineral","Malachite",NA,18.287,NA,15.618,NA,38.344,NA,0.85407,NA,2.09677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,285,9.6261,3.9406,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1082","GDM.1082","BS-21(15067)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Pb mineral","Pb-mineral",NA,18.419,NA,15.786,NA,38.897,NA,0.85704,NA,2.11178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,495,10.2688,4.2045,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1083","GDM.1083","BS-22(1503)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Pb mineral","Pb+Cu-mineral",NA,19.605,NA,15.665,NA,38.667,NA,0.79902,NA,1.97232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,-638,9.5988,3.3411,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1084","GDM.1084","BS-23(15102)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Galena","Galena",NA,18.28,NA,15.6,NA,38.283,NA,0.8534,NA,2.09426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,256,9.5565,3.9061,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1085","GDM.1085","BS-24(15642)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Galena","Galena",NA,18.28,NA,15.613,NA,38.326,NA,0.85413,NA,2.09661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,281,9.6079,3.9338,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1086","GDM.1086","BS-25(15516)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Cu mineral","Malachite",NA,18.282,NA,15.619,NA,38.357,NA,0.85436,NA,2.09806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,291,9.6312,3.9513,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1087","GDM.1087","BS-26(8086)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Galena","Galena",NA,18.29,NA,15.632,NA,38.408,NA,0.85467,NA,2.09997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,310,9.681,3.978,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1088","GDM.1088","BS-27(8168-bis)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Cu mineral","Chalcopyrite",NA,18.94,NA,15.641,NA,38.439,NA,0.82581,NA,2.02954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,-167,9.592,3.5882,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1089","GDM.1089","BS-28(15621)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Galena","Galena",NA,18.305,NA,15.634,NA,38.396,NA,0.85408,NA,2.09755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,303,9.6854,3.962,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1090","GDM.1090","BS-29(6029)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Galena","Galena",NA,18.292,NA,15.635,NA,38.411,NA,0.85473,NA,2.0999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,314,9.6924,3.9793,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1091","GDM.1091","BS-30(6105)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Pb mineral","Pb+Cu-mineral",NA,19.483,NA,15.667,NA,38.607,NA,0.80413,NA,1.98156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,-535,9.6185,3.378,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1092","GDM.1092","17281(17281)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Cu metal","Cu",NA,18.75,NA,15.678,NA,38.724,NA,0.83616,NA,2.0653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,55,9.7641,3.8567,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1093","GDM.1093","4021(4021)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Cu metal","Cu",NA,18.295,NA,15.626,NA,38.421,NA,0.85414,NA,2.1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,295,9.656,3.9795,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1094","GDM.1094","PZ1(14700)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Galena","Galena",NA,18.305,NA,15.685,NA,38.426,NA,0.85685,NA,2.09921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,398,9.8894,3.9958,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.1095","GDM.1095","PZ2(22063)","Spain","Jaén","Baños de la Encina","Peñalosa",38.174382,-3.768877,"Archaeological mineral","Galena","Galena",NA,18.292,NA,15.665,NA,38.363,NA,0.8564,NA,2.09726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,370,9.8123,3.9638,"Hunt-Ortiz et al., 2011","Ref.042","UPV/EHU, Leioa","TIMS",NA,"Archaeological"
"GDM.0738","GDM.0738","CI77","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.20335,6e-05,15.63273,0.00014,38.2547,0.00038,0.85878,0,2.10152,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,376,9.7051,3.9542,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0739","GDM.0739","CI78","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.19374,0.00022,15.63551,0.00019,38.24051,0.00058,0.85939,0,2.10186,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,388,9.7187,3.954,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0740","GDM.0740","CI79","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.19476,0.00025,15.6308,0.00024,38.23655,0.00075,0.85909,0,2.10153,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,379,9.6995,3.9495,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0741","GDM.0741","CI80","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.20206,0.00038,15.63285,0.00013,38.25071,0.00048,0.85885,0,2.10145,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,377,9.7059,3.953,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0742","GDM.0742","CI81","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.20106,0.00043,15.6293,0.00032,38.24451,0.00064,0.8587,0,2.10122,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,371,9.6919,3.949,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0743","GDM.0743","CI82","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.19075,8e-05,15.63099,0.00017,38.22265,0.00039,0.85929,0,2.10123,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,382,9.7013,3.9447,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0744","GDM.0744","CI83","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.2224,0.00024,15.62146,0.00029,38.33606,0.00075,0.85727,1e-05,2.10379,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,341,9.6552,3.9817,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0745","GDM.0745","CI84","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.20164,0.00059,15.6316,0.00055,38.26512,0.00147,0.8588,0,2.10229,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,375,9.701,3.9607,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0746","GDM.0746","CI85","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.19114,2e-04,15.63116,2e-04,38.22533,0.00074,0.85927,0,2.10131,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,382,9.7019,3.9459,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0747","GDM.0747","CI86","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.19261,9e-05,15.63319,0.00019,38.23188,0.00046,0.85932,1e-05,2.10151,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,385,9.7097,3.9492,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0748","GDM.0748","CI87","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.20124,0.00032,15.63182,0.00045,38.24132,0.00112,0.85883,1e-05,2.10103,3e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,376,9.702,3.948,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
"GDM.0749","GDM.0749","CI88","Spain","Cádiz",NA,"Pecio del Cobre",36.347094,-6.156381,"Archaeological artefacts","Cu metal","Cu ingot",NA,18.21138,0.00151,15.63184,0.00127,38.26768,0.00294,0.85836,0,2.10131,2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museo de Cádiz","Roman",NA,368,9.6995,3.9555,"Klein et al., 2007","Ref.045","Goethe U., Frankfurt","MC-ICPMS",NA,"Archaeological"
